seed,order_id,task_order,method,memory_budget,method_cell,status,ewc_lambda,selected_ewc_lambda,task_id,task_position,A_after,A_final,BWT,forgetting,optimizer_steps,epochs,batch_size,current_examples,replay_examples,train_examples_total,processed_examples
4,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,4,3,0.969,0.0,-0.969,0.969,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,3,4,0.993,0.993,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,1,0,0.975,0.0,-0.975,0.975,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,0,1,0.998,0.0,-0.998,0.998,170,10,128,2000,100,2100,21000
4,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,2,2,0.993,0.0,-0.993,0.993,170,10,128,2000,100,2100,21000
4,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,4,3,0.977,0.424,-0.5529999999999999,0.5529999999999999,170,10,128,2000,100,2100,21000
4,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,3,4,0.987,0.987,0.0,0.0,170,10,128,2000,100,2100,21000
4,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,1,0,0.975,0.0,-0.975,0.975,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,0,1,0.997,0.606,-0.391,0.391,200,10,128,2000,500,2500,25000
4,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,2,2,0.99,0.601,-0.389,0.389,200,10,128,2000,500,2500,25000
4,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,4,3,0.961,0.928,-0.03299999999999992,0.03299999999999992,200,10,128,2000,500,2500,25000
4,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,3,4,0.973,0.973,0.0,0.0,200,10,128,2000,500,2500,25000
4,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,1,0,0.975,0.0,-0.975,0.975,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,0,1,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,2,2,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,4,3,0.982,0.0,-0.982,0.982,160,10,128,2000,0,2000,20000
4,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,3,4,0.995,0.995,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,2,0,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,3,1,0.991,0.0,-0.991,0.991,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,4,3,0.975,0.0,-0.975,0.975,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,1,4,0.975,0.975,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,2,0,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,3,1,0.992,0.0,-0.992,0.992,170,10,128,2000,100,2100,21000
4,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,0,2,0.998,0.0,-0.998,0.998,170,10,128,2000,100,2100,21000
4,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,4,3,0.974,0.629,-0.345,0.345,170,10,128,2000,100,2100,21000
4,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,1,4,0.97,0.97,0.0,0.0,170,10,128,2000,100,2100,21000
4,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,2,0,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,3,1,0.986,0.226,-0.76,0.76,200,10,128,2000,500,2500,25000
4,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.995,0.894,-0.10099999999999998,0.10099999999999998,200,10,128,2000,500,2500,25000
4,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,4,3,0.977,0.86,-0.11699999999999999,0.11699999999999999,200,10,128,2000,500,2500,25000
4,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,1,4,0.969,0.969,0.0,0.0,200,10,128,2000,500,2500,25000
4,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,2,0,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,3,1,0.991,0.0,-0.991,0.991,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,4,3,0.978,0.0,-0.978,0.978,160,10,128,2000,0,2000,20000
4,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,1,4,0.974,0.974,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,0,0.977,0.0,-0.977,0.977,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,1,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.968,0.968,0.0,0.0,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,0,0.977,0.0,-0.977,0.977,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,1,0.991,0.0,-0.991,0.991,170,10,128,2000,100,2100,21000
4,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,2,0.997,0.0,-0.997,0.997,170,10,128,2000,100,2100,21000
4,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.989,0.664,-0.32499999999999996,0.32499999999999996,170,10,128,2000,100,2100,21000
4,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.982,0.982,0.0,0.0,170,10,128,2000,100,2100,21000
4,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,0,0.977,0.0,-0.977,0.977,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,1,0.979,0.01,-0.969,0.969,200,10,128,2000,500,2500,25000
4,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.998,0.892,-0.10599999999999998,0.10599999999999998,200,10,128,2000,500,2500,25000
4,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.982,0.86,-0.122,0.122,200,10,128,2000,500,2500,25000
4,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.971,0.971,0.0,0.0,200,10,128,2000,500,2500,25000
4,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,1,0,0.977,0.0,-0.977,0.977,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,2,1,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,3,3,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
4,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.978,0.978,0.0,0.0,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,0,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,1,0.978,0.0,-0.978,0.978,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,2,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.977,0.977,0.0,0.0,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,0,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,1,0.969,0.0,-0.969,0.969,170,10,128,2000,100,2100,21000
5,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,2,0.99,0.001,-0.989,0.989,170,10,128,2000,100,2100,21000
5,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.986,0.696,-0.29000000000000004,0.29000000000000004,170,10,128,2000,100,2100,21000
5,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.98,0.98,0.0,0.0,170,10,128,2000,100,2100,21000
5,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,0,1.0,0.248,-0.752,0.752,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,1,0.972,0.513,-0.45899999999999996,0.45899999999999996,200,10,128,2000,500,2500,25000
5,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,2,0.983,0.658,-0.32499999999999996,0.32499999999999996,200,10,128,2000,500,2500,25000
5,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.984,0.918,-0.06599999999999995,0.06599999999999995,200,10,128,2000,500,2500,25000
5,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.969,0.969,0.0,0.0,200,10,128,2000,500,2500,25000
5,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,0,0,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,1,1,0.978,0.0,-0.978,0.978,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,2,2,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,3,3,0.995,0.0,-0.995,0.995,160,10,128,2000,0,2000,20000
5,canonical,0-1-2-3-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.981,0.981,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,3,1,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,1,2,0.969,0.0,-0.969,0.969,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,0,3,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.979,0.979,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,3,1,0.991,0.0,-0.991,0.991,170,10,128,2000,100,2100,21000
5,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,1,2,0.971,0.0,-0.971,0.971,170,10,128,2000,100,2100,21000
5,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,0,3,0.997,0.831,-0.16600000000000004,0.16600000000000004,170,10,128,2000,100,2100,21000
5,shuffle_0,2-3-1-0-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.975,0.975,0.0,0.0,170,10,128,2000,100,2100,21000
5,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,3,1,0.985,0.331,-0.6539999999999999,0.6539999999999999,200,10,128,2000,500,2500,25000
5,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,1,2,0.959,0.732,-0.22699999999999998,0.22699999999999998,200,10,128,2000,500,2500,25000
5,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,0,3,0.996,0.965,-0.031000000000000028,0.031000000000000028,200,10,128,2000,500,2500,25000
5,shuffle_0,2-3-1-0-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.977,0.977,0.0,0.0,200,10,128,2000,500,2500,25000
5,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,2,0,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,3,1,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,1,2,0.97,0.0,-0.97,0.97,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,0,3,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,shuffle_0,2-3-1-0-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.982,0.982,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,1,0,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,0,1,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,2,2,0.992,0.0,-0.992,0.992,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,4,3,0.982,0.0,-0.982,0.982,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,no_replay,0,no_replay,PASS,0.0,0.0,3,4,0.994,0.994,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,1,0,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,0,1,0.998,0.0,-0.998,0.998,170,10,128,2000,100,2100,21000
5,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,2,2,0.994,0.0,-0.994,0.994,170,10,128,2000,100,2100,21000
5,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,4,3,0.985,0.429,-0.556,0.556,170,10,128,2000,100,2100,21000
5,shuffle_1,1-0-2-4-3,experience_replay,100,er100,PASS,0.0,0.0,3,4,0.987,0.987,0.0,0.0,170,10,128,2000,100,2100,21000
5,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,1,0,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,0,1,0.997,0.722,-0.275,0.275,200,10,128,2000,500,2500,25000
5,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,2,2,0.993,0.822,-0.17100000000000004,0.17100000000000004,200,10,128,2000,500,2500,25000
5,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,4,3,0.968,0.913,-0.05499999999999994,0.05499999999999994,200,10,128,2000,500,2500,25000
5,shuffle_1,1-0-2-4-3,experience_replay,500,er500,PASS,0.0,0.0,3,4,0.97,0.97,0.0,0.0,200,10,128,2000,500,2500,25000
5,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,1,0,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,0,1,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,2,2,0.996,0.0,-0.996,0.996,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,4,3,0.978,0.0,-0.978,0.978,160,10,128,2000,0,2000,20000
5,shuffle_1,1-0-2-4-3,ewc,0,ewc,PASS,100.0,100.0,3,4,0.995,0.995,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,3,1,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,0,2,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,4,3,0.978,0.0,-0.978,0.978,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,no_replay,0,no_replay,PASS,0.0,0.0,1,4,0.975,0.975,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,3,1,0.99,0.0,-0.99,0.99,170,10,128,2000,100,2100,21000
5,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,0,2,0.998,0.007,-0.991,0.991,170,10,128,2000,100,2100,21000
5,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,4,3,0.982,0.417,-0.565,0.565,170,10,128,2000,100,2100,21000
5,shuffle_2,2-3-0-4-1,experience_replay,100,er100,PASS,0.0,0.0,1,4,0.976,0.976,0.0,0.0,170,10,128,2000,100,2100,21000
5,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,3,1,0.984,0.047,-0.9369999999999999,0.9369999999999999,200,10,128,2000,500,2500,25000
5,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.995,0.913,-0.08199999999999996,0.08199999999999996,200,10,128,2000,500,2500,25000
5,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,4,3,0.977,0.893,-0.08399999999999996,0.08399999999999996,200,10,128,2000,500,2500,25000
5,shuffle_2,2-3-0-4-1,experience_replay,500,er500,PASS,0.0,0.0,1,4,0.966,0.966,0.0,0.0,200,10,128,2000,500,2500,25000
5,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,2,0,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,3,1,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,0,2,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,4,3,0.98,0.0,-0.98,0.98,160,10,128,2000,0,2000,20000
5,shuffle_2,2-3-0-4-1,ewc,0,ewc,PASS,100.0,100.0,1,4,0.971,0.971,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,0,0.972,0.0,-0.972,0.972,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,1,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,2,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.977,0.977,0.0,0.0,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,0,0.972,0.0,-0.972,0.972,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,1,0.99,0.0,-0.99,0.99,170,10,128,2000,100,2100,21000
5,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,2,1.0,0.0,-1.0,1.0,170,10,128,2000,100,2100,21000
5,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.987,0.494,-0.493,0.493,170,10,128,2000,100,2100,21000
5,shuffle_3,1-2-0-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.981,0.981,0.0,0.0,170,10,128,2000,100,2100,21000
5,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,0,0.972,0.013,-0.959,0.959,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,1,0.97,0.0,-0.97,0.97,200,10,128,2000,500,2500,25000
5,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,2,0.997,0.89,-0.10699999999999998,0.10699999999999998,200,10,128,2000,500,2500,25000
5,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.987,0.881,-0.10599999999999998,0.10599999999999998,200,10,128,2000,500,2500,25000
5,shuffle_3,1-2-0-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.972,0.972,0.0,0.0,200,10,128,2000,500,2500,25000
5,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,1,0,0.972,0.0,-0.972,0.972,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,2,1,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,0,2,1.0,0.0,-1.0,1.0,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,3,3,0.996,0.0,-0.996,0.996,160,10,128,2000,0,2000,20000
5,shuffle_3,1-2-0-3-4,ewc,0,ewc,PASS,100.0,100.0,4,4,0.985,0.985,0.0,0.0,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,1,1,0.976,0.0,-0.976,0.976,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,2,2,0.994,0.0,-0.994,0.994,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,3,3,0.993,0.0,-0.993,0.993,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,no_replay,0,no_replay,PASS,0.0,0.0,4,4,0.973,0.973,0.0,0.0,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,1,1,0.975,0.0,-0.975,0.975,170,10,128,2000,100,2100,21000
6,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,2,2,0.991,0.0,-0.991,0.991,170,10,128,2000,100,2100,21000
6,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,3,3,0.991,0.464,-0.5269999999999999,0.5269999999999999,170,10,128,2000,100,2100,21000
6,canonical,0-1-2-3-4,experience_replay,100,er100,PASS,0.0,0.0,4,4,0.975,0.975,0.0,0.0,170,10,128,2000,100,2100,21000
6,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,0,0,0.999,0.0,-0.999,0.999,160,10,128,2000,0,2000,20000
6,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,1,1,0.97,0.002,-0.968,0.968,200,10,128,2000,500,2500,25000
6,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,2,2,0.986,0.355,-0.631,0.631,200,10,128,2000,500,2500,25000
6,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,3,3,0.977,0.91,-0.06699999999999995,0.06699999999999995,200,10,128,2000,500,2500,25000
6,canonical,0-1-2-3-4,experience_replay,500,er500,PASS,0.0,0.0,4,4,0.968,0.968,0.0,0.0,200,10,128,2000,500,2500,25000
